customerID,gender,Is_Senior,Has_Partner,Has_Dependents,tenure,Tenure_Band,Tenure_Band_Sort,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Charge_Tier,Charge_Tier_Sort,TotalCharges,Annual_Value,Churn,Churn_Flag,Churn_Risk_Score,Risk_Category,Revenue_At_Risk
CUST4426,Male,Yes,No,No,8,0-12 Months,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,58.33,Medium (£35-65),2,466.64,699.96,No,0,,Low Risk,0.0
CUST4427,Female,Yes,No,No,39,25-48 Months,3,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer,80.06,High (£65-85),3,3122.34,960.72,No,0,,Low Risk,0.0
CUST4428,Male,Yes,Yes,No,43,25-48 Months,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,59.38,Medium (£35-65),2,2553.34,712.56,No,0,,Low Risk,0.0
CUST4429,Male,No,No,Yes,5,0-12 Months,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,87.41,Premium (£85+),4,437.05,1048.92,No,0,,Low Risk,0.0
CUST4430,Male,No,Yes,No,4,0-12 Months,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,68.46,High (£65-85),3,273.84,821.52,No,0,36.8,Low Risk,0.0
CUST4431,Female,No,Yes,No,1,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,35.76,Medium (£35-65),2,35.76,429.12,No,0,,Low Risk,0.0
CUST4432,Male,Yes,No,No,56,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,114.86,Premium (£85+),4,6432.16,1378.32,No,0,,Low Risk,0.0
CUST4433,Male,Yes,No,No,45,25-48 Months,3,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,Medium (£35-65),2,1977.75,527.4,No,0,78.9,High Risk,43.95
CUST4434,Female,No,Yes,No,65,49+ Months,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,76.25,High (£65-85),3,4956.25,915.0,No,0,,Low Risk,0.0
CUST4435,Male,Yes,No,No,3,0-12 Months,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,26.07,Low (< £35),1,78.21,312.84,No,0,34.7,Low Risk,0.0
CUST4436,Male,No,No,No,22,13-24 Months,2,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,111.86,Premium (£85+),4,2460.92,1342.32,No,0,,Low Risk,0.0
CUST4437,Female,Yes,Yes,No,72,49+ Months,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,112.8,Premium (£85+),4,8121.6,1353.6,No,0,,Low Risk,0.0
CUST4438,Female,No,Yes,Yes,56,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,56.45,Medium (£35-65),2,3161.2,677.4,Yes,1,15.8,Low Risk,0.0
CUST4439,Female,Yes,No,No,18,13-24 Months,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card,32.1,Low (< £35),1,577.8,385.2,No,0,,Low Risk,0.0
CUST4440,Female,Yes,Yes,Yes,25,25-48 Months,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,97.0,Premium (£85+),4,2425.0,1164.0,Yes,1,57.9,Medium Risk,0.0
CUST4441,Male,No,No,No,48,25-48 Months,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,46.23,Medium (£35-65),2,2219.04,554.76,Yes,1,,Low Risk,0.0
CUST4442,Male,No,No,No,31,25-48 Months,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,90.06,Premium (£85+),4,2791.86,1080.72,No,0,26.3,Low Risk,0.0
CUST4443,Female,No,No,No,30,25-48 Months,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.51,Premium (£85+),4,3345.3,1338.12,Yes,1,52.6,Medium Risk,0.0
CUST4444,Female,No,No,Yes,66,49+ Months,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,79.02,High (£65-85),3,5215.32,948.24,No,0,15.8,Low Risk,0.0
CUST4445,Male,No,Yes,Yes,10,0-12 Months,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,106.12,Premium (£85+),4,1061.2,1273.44,No,0,91.6,High Risk,106.12
CUST4446,Female,Yes,No,No,71,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.46,Medium (£35-65),2,3014.66,509.52,No,0,24.2,Low Risk,0.0
CUST4447,Male,No,Yes,Yes,59,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,111.04,Premium (£85+),4,6551.36,1332.48,Yes,1,,Low Risk,0.0
CUST4448,Female,No,No,No,51,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.66,Medium (£35-65),2,2175.66,511.92,No,0,5.3,Low Risk,0.0
CUST4449,Male,No,No,Yes,9,0-12 Months,1,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,42.58,Medium (£35-65),2,383.22,510.96,No,0,70.5,High Risk,42.58
CUST4450,Female,No,Yes,Yes,54,49+ Months,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,107.99,Premium (£85+),4,5831.46,1295.88,No,0,5.3,Low Risk,0.0
CUST4451,Female,No,No,Yes,62,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,75.49,High (£65-85),3,4680.38,905.88,No,0,,Low Risk,0.0
CUST4452,Male,Yes,Yes,No,9,0-12 Months,1,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,99.94,Premium (£85+),4,899.46,1199.28,No,0,68.4,Medium Risk,0.0
CUST4453,Female,No,Yes,Yes,9,0-12 Months,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,100.25,Premium (£85+),4,902.25,1203.0,Yes,1,,Low Risk,0.0
CUST4454,Male,No,No,Yes,24,13-24 Months,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,84.7,High (£65-85),3,2032.8,1016.4,Yes,1,,Low Risk,0.0
CUST4455,Male,No,No,No,39,25-48 Months,3,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,38.91,Medium (£35-65),2,1517.49,466.92,No,0,52.6,Medium Risk,0.0
CUST4456,Male,Yes,No,Yes,8,0-12 Months,1,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer,89.21,Premium (£85+),4,713.68,1070.52,No,0,,Low Risk,0.0
CUST4457,Male,Yes,No,No,25,25-48 Months,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,26.36,Low (< £35),1,659.0,316.32,No,0,,Low Risk,0.0
CUST4458,Male,No,Yes,No,66,49+ Months,4,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card,40.07,Medium (£35-65),2,2644.62,480.84,No,0,,Low Risk,0.0
CUST4459,Female,No,No,Yes,10,0-12 Months,1,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,84.29,High (£65-85),3,842.9,1011.48,No,0,38.9,Low Risk,0.0
CUST4460,Female,Yes,No,No,24,13-24 Months,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer,110.78,Premium (£85+),4,2658.72,1329.36,No,0,,Low Risk,0.0
CUST4461,Male,Yes,No,Yes,59,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,97.17,Premium (£85+),4,5733.03,1166.04,No,0,,Low Risk,0.0
CUST4462,Female,Yes,No,Yes,31,25-48 Months,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,53.25,Medium (£35-65),2,1650.75,639.0,Yes,1,34.7,Low Risk,0.0
CUST4463,Male,No,No,No,11,0-12 Months,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.37,Premium (£85+),4,1126.07,1228.44,Yes,1,70.5,High Risk,102.37
CUST4464,Female,No,Yes,Yes,6,0-12 Months,1,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,116.66,Premium (£85+),4,699.96,1399.92,No,0,,Low Risk,0.0
CUST4465,Female,Yes,No,Yes,70,49+ Months,4,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,53.2,Medium (£35-65),2,3724.0,638.4,No,0,57.9,Medium Risk,0.0
CUST4466,Female,No,Yes,No,32,25-48 Months,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,38.68,Medium (£35-65),2,1237.76,464.16,No,0,23.2,Low Risk,0.0
CUST4467,Female,Yes,No,No,39,25-48 Months,3,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,39.75,Medium (£35-65),2,1550.25,477.0,No,0,34.7,Low Risk,0.0
CUST4468,Male,Yes,No,Yes,48,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,60.03,Medium (£35-65),2,2881.44,720.36,No,0,,Low Risk,0.0
CUST4469,Male,Yes,No,No,13,13-24 Months,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,25.23,Low (< £35),1,327.99,302.76,Yes,1,50.5,Medium Risk,0.0
CUST4470,Female,No,Yes,No,59,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,68.78,High (£65-85),3,4058.02,825.36,No,0,10.5,Low Risk,0.0
CUST4471,Female,Yes,No,No,67,49+ Months,4,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.23,Premium (£85+),4,6246.41,1118.76,No,0,61.1,Medium Risk,0.0
CUST4472,Male,Yes,Yes,No,56,49+ Months,4,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.05,High (£65-85),3,4090.8,876.6,No,0,61.1,Medium Risk,0.0
CUST4473,Female,No,Yes,Yes,41,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,117.01,Premium (£85+),4,4797.41,1404.12,No,0,15.8,Low Risk,0.0
CUST4474,Male,Yes,No,Yes,56,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,66.17,High (£65-85),3,3705.52,794.04,Yes,1,45.3,Medium Risk,0.0
CUST4475,Male,No,Yes,No,35,25-48 Months,3,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,21.33,Low (< £35),1,746.55,255.96,No,0,,Low Risk,0.0
CUST4476,Male,Yes,No,Yes,38,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,67.01,High (£65-85),3,2546.38,804.12,No,0,,Low Risk,0.0
CUST4477,Female,No,No,No,67,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,112.99,Premium (£85+),4,7570.33,1355.88,No,0,36.8,Low Risk,0.0
CUST4478,Male,Yes,Yes,No,34,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.59,Low (< £35),1,1006.06,355.08,No,0,13.7,Low Risk,0.0
CUST4479,Female,Yes,No,Yes,70,49+ Months,4,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,42.3,Medium (£35-65),2,2961.0,507.6,No,0,68.4,Medium Risk,0.0
CUST4480,Male,Yes,No,Yes,11,0-12 Months,1,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,91.56,Premium (£85+),4,1007.16,1098.72,No,0,68.4,Medium Risk,0.0
CUST4481,Female,Yes,Yes,Yes,27,25-48 Months,3,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,49.41,Medium (£35-65),2,1334.07,592.92,No,0,26.3,Low Risk,0.0
CUST4482,Female,Yes,Yes,Yes,48,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,96.52,Premium (£85+),4,4632.96,1158.24,No,0,,Low Risk,0.0
CUST4483,Female,No,Yes,No,24,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,61.93,Medium (£35-65),2,1486.32,743.16,No,0,,Low Risk,0.0
CUST4484,Male,No,Yes,No,18,13-24 Months,2,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,99.61,Premium (£85+),4,1792.98,1195.32,No,0,,Low Risk,0.0
CUST4485,Male,Yes,Yes,Yes,27,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,75.15,High (£65-85),3,2029.05,901.8,No,0,,Low Risk,0.0
CUST4486,Female,Yes,Yes,No,54,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,28.25,Low (< £35),1,1525.5,339.0,No,0,34.7,Low Risk,0.0
CUST4487,Female,Yes,No,Yes,55,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,58.61,Medium (£35-65),2,3223.55,703.32,No,0,8.4,Low Risk,0.0
CUST4488,Female,No,Yes,Yes,21,13-24 Months,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,53.32,Medium (£35-65),2,1119.72,639.84,No,0,,Low Risk,0.0
CUST4489,Male,No,Yes,Yes,59,49+ Months,4,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card,101.01,Premium (£85+),4,5959.59,1212.12,No,0,,Low Risk,0.0
CUST4490,Male,Yes,No,No,34,25-48 Months,3,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,82.49,High (£65-85),3,2804.66,989.88,No,0,31.6,Low Risk,0.0
CUST4491,Male,No,No,No,58,49+ Months,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,97.74,Premium (£85+),4,5668.92,1172.88,No,0,21.1,Low Risk,0.0
CUST4492,Male,Yes,Yes,Yes,48,25-48 Months,3,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,57.21,Medium (£35-65),2,2746.08,686.52,No,0,,Low Risk,0.0
CUST4493,Female,Yes,Yes,Yes,54,49+ Months,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.17,Premium (£85+),4,4815.18,1070.04,No,0,71.6,High Risk,89.17
CUST4494,Female,Yes,No,Yes,18,13-24 Months,2,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,26.52,Low (< £35),1,477.36,318.24,Yes,1,,Low Risk,0.0
CUST4495,Male,No,Yes,Yes,3,0-12 Months,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,23.67,Low (< £35),1,71.01,284.04,No,0,,Low Risk,0.0
CUST4496,Male,Yes,Yes,No,24,13-24 Months,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,48.75,Medium (£35-65),2,1170.0,585.0,No,0,,Low Risk,0.0
CUST4497,Female,Yes,No,No,1,0-12 Months,1,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,97.37,Premium (£85+),4,97.37,1168.44,Yes,1,,Low Risk,0.0
CUST4498,Male,Yes,Yes,Yes,6,0-12 Months,1,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer,73.41,High (£65-85),3,440.46,880.92,No,0,,Low Risk,0.0
CUST4499,Male,No,No,Yes,19,13-24 Months,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,60.88,Medium (£35-65),2,1156.72,730.56,No,0,38.9,Low Risk,0.0
CUST4500,Male,No,Yes,No,43,25-48 Months,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,109.66,Premium (£85+),4,4715.38,1315.92,No,0,,Low Risk,0.0
CUST4501,Male,No,No,Yes,8,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,69.74,High (£65-85),3,557.92,836.88,No,0,,Low Risk,0.0
CUST4502,Male,Yes,No,No,69,49+ Months,4,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,81.34,High (£65-85),3,5612.46,976.08,No,0,13.7,Low Risk,0.0
CUST4503,Male,No,No,No,52,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,118.58,Premium (£85+),4,6166.16,1422.96,No,0,15.8,Low Risk,0.0
CUST4504,Female,Yes,Yes,Yes,47,25-48 Months,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,72.24,High (£65-85),3,3395.28,866.88,No,0,24.2,Low Risk,0.0
CUST4505,Male,No,No,No,28,25-48 Months,3,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,98.35,Premium (£85+),4,2753.8,1180.2,No,0,,Low Risk,0.0
CUST4506,Male,Yes,Yes,No,46,25-48 Months,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,61.38,Medium (£35-65),2,2823.48,736.56,No,0,18.9,Low Risk,0.0
CUST4507,Female,No,No,No,4,0-12 Months,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,23.63,Low (< £35),1,94.52,283.56,Yes,1,,Low Risk,0.0
CUST4508,Female,Yes,No,No,8,0-12 Months,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,103.45,Premium (£85+),4,827.6,1241.4,Yes,1,52.6,Medium Risk,0.0
CUST4509,Female,No,No,Yes,61,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,114.44,Premium (£85+),4,6980.84,1373.28,Yes,1,5.3,Low Risk,0.0
CUST4510,Male,No,Yes,No,17,13-24 Months,2,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,63.44,Medium (£35-65),2,1078.48,761.28,No,0,,Low Risk,0.0
CUST4511,Female,No,Yes,No,34,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,70.36,High (£65-85),3,2392.24,844.32,No,0,21.1,Low Risk,0.0
CUST4512,Male,Yes,No,No,20,13-24 Months,2,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.41,Medium (£35-65),2,1248.2,748.92,Yes,1,78.9,High Risk,62.41
CUST4513,Male,No,Yes,Yes,34,25-48 Months,3,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer,119.69,Premium (£85+),4,4069.46,1436.28,No,0,,Low Risk,0.0
CUST4514,Male,No,Yes,Yes,43,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,110.34,Premium (£85+),4,4744.62,1324.08,No,0,,Low Risk,0.0
CUST4515,Female,No,Yes,Yes,10,0-12 Months,1,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,24.11,Low (< £35),1,241.1,289.32,No,0,,Low Risk,0.0
CUST4516,Female,No,No,No,30,25-48 Months,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,97.9,Premium (£85+),4,2937.0,1174.8,No,0,33.7,Low Risk,0.0
CUST4517,Female,Yes,Yes,Yes,25,25-48 Months,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,80.08,High (£65-85),3,2002.0,960.96,Yes,1,40.0,Medium Risk,0.0
CUST4518,Female,No,No,Yes,57,49+ Months,4,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,22.51,Low (< £35),1,1283.07,270.12,No,0,33.7,Low Risk,0.0
CUST4519,Female,Yes,No,Yes,63,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,64.47,Medium (£35-65),2,4061.61,773.64,No,0,,Low Risk,0.0
CUST4520,Male,Yes,No,No,71,49+ Months,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,34.97,Low (< £35),1,2482.87,419.64,No,0,,Low Risk,0.0
CUST4521,Male,Yes,Yes,Yes,47,25-48 Months,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,107.3,Premium (£85+),4,5043.1,1287.6,No,0,29.5,Low Risk,0.0
CUST4522,Male,Yes,No,Yes,3,0-12 Months,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,21.27,Low (< £35),1,63.81,255.24,No,0,,Low Risk,0.0
CUST4523,Male,No,Yes,Yes,46,25-48 Months,3,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card,107.31,Premium (£85+),4,4936.26,1287.72,No,0,,Low Risk,0.0
CUST4524,Female,Yes,Yes,No,36,25-48 Months,3,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,114.08,Premium (£85+),4,4106.88,1368.96,Yes,1,,Low Risk,0.0
CUST4525,Female,Yes,No,No,26,25-48 Months,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,27.3,Low (< £35),1,709.8,327.6,No,0,24.2,Low Risk,0.0
CUST4526,Male,Yes,No,Yes,10,0-12 Months,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,91.98,Premium (£85+),4,919.8,1103.76,No,0,,Low Risk,0.0
CUST4527,Female,Yes,No,Yes,34,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card,74.89,High (£65-85),3,2546.26,898.68,No,0,,Low Risk,0.0
CUST4528,Female,No,Yes,Yes,8,0-12 Months,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer,115.43,Premium (£85+),4,923.44,1385.16,No,0,,Low Risk,0.0
CUST4529,Male,No,Yes,No,55,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,99.81,Premium (£85+),4,5489.55,1197.72,No,0,36.8,Low Risk,0.0
CUST4530,Male,Yes,No,No,10,0-12 Months,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,89.44,Premium (£85+),4,894.4,1073.28,No,0,52.6,Medium Risk,0.0
CUST4531,Female,Yes,No,Yes,57,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,112.55,Premium (£85+),4,6415.35,1350.6,No,0,,Low Risk,0.0
CUST4532,Female,Yes,Yes,No,45,25-48 Months,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,36.03,Medium (£35-65),2,1621.35,432.36,No,0,,Low Risk,0.0
CUST4533,Male,No,Yes,Yes,50,49+ Months,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,57.6,Medium (£35-65),2,2880.0,691.2,No,0,23.2,Low Risk,0.0
CUST4534,Male,No,No,No,64,49+ Months,4,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,104.29,Premium (£85+),4,6674.56,1251.48,No,0,38.9,Low Risk,0.0
CUST4535,Male,No,Yes,Yes,2,0-12 Months,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,30.16,Low (< £35),1,60.32,361.92,No,0,44.2,Medium Risk,0.0
CUST4536,Female,No,Yes,No,45,25-48 Months,3,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,113.54,Premium (£85+),4,5109.3,1362.48,No,0,,Low Risk,0.0
CUST4537,Male,No,Yes,Yes,62,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.52,Premium (£85+),4,5860.24,1134.24,No,0,36.8,Low Risk,0.0
CUST4538,Male,Yes,Yes,No,14,13-24 Months,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,63.93,Medium (£35-65),2,895.02,767.16,No,0,,Low Risk,0.0
CUST4539,Female,No,Yes,Yes,15,13-24 Months,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.87,Medium (£35-65),2,808.05,646.44,No,0,57.9,Medium Risk,0.0
CUST4540,Female,No,Yes,Yes,14,13-24 Months,2,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card,34.76,Low (< £35),1,486.64,417.12,No,0,,Low Risk,0.0
CUST4541,Female,Yes,No,Yes,31,25-48 Months,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card,29.37,Low (< £35),1,910.47,352.44,No,0,,Low Risk,0.0
CUST4542,Female,No,Yes,Yes,29,25-48 Months,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.36,Medium (£35-65),2,1808.44,748.32,No,0,52.6,Medium Risk,0.0
CUST4543,Female,No,No,No,27,25-48 Months,3,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,104.31,Premium (£85+),4,2816.37,1251.72,No,0,,Low Risk,0.0
CUST4544,Male,No,No,Yes,9,0-12 Months,1,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,73.19,High (£65-85),3,658.71,878.28,No,0,36.8,Low Risk,0.0
